"Statistic Label","Month","Airports in Ireland","Country","Direction","Flight Type","UNIT","VALUE"
"Passengers","2022M06","All main airports","Israel","All directions","All flights","Thousand","0.2"
"Passengers","2022M06","All main airports","United Arab Emirates","All directions","All flights","Thousand","34.5"
"Passengers","2022M06","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","21.6"
"Passengers","2022M06","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.1"
"Passengers","2022M07","All main airports","All Countries","All directions","All flights","Thousand","3595.2"
"Passengers","2022M07","All main airports","Ireland (domestic)","All directions","All flights","Thousand","23.5"
"Passengers","2022M07","All main airports","Europe (2)","All directions","All flights","Thousand","3063.4"
"Passengers","2022M07","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1907.8"
"Passengers","2022M07","All main airports","Austria","All directions","All flights","Thousand","18"
"Passengers","2022M07","All main airports","Belgium","All directions","All flights","Thousand","42.6"
"Passengers","2022M07","All main airports","Bulgaria","All directions","All flights","Thousand","16.8"
"Passengers","2022M07","All main airports","Croatia","All directions","All flights","Thousand","42.1"
"Passengers","2022M07","All main airports","Cyprus","All directions","All flights","Thousand","3.4"
"Passengers","2022M07","All main airports","Czech Republic","All directions","All flights","Thousand","13.5"
"Passengers","2022M07","All main airports","Denmark","All directions","All flights","Thousand","22.3"
"Passengers","2022M07","All main airports","Estonia","All directions","All flights","Thousand","3.3"
"Passengers","2022M07","All main airports","Finland","All directions","All flights","Thousand","8.1"
"Passengers","2022M07","All main airports","France","All directions","All flights","Thousand","232.4"
"Passengers","2022M07","All main airports","Germany","All directions","All flights","Thousand","199.2"
"Passengers","2022M07","All main airports","Greece","All directions","All flights","Thousand","48.5"
"Passengers","2022M07","All main airports","Hungary","All directions","All flights","Thousand","14.9"
"Passengers","2022M07","All main airports","Italy","All directions","All flights","Thousand","207.7"
"Passengers","2022M07","All main airports","Latvia","All directions","All flights","Thousand","13.4"
"Passengers","2022M07","All main airports","Lithuania","All directions","All flights","Thousand","26.2"
"Passengers","2022M07","All main airports","Luxembourg","All directions","All flights","Thousand","5.6"
"Passengers","2022M07","All main airports","Malta","All directions","All flights","Thousand","8.2"
"Passengers","2022M07","All main airports","Netherlands","All directions","All flights","Thousand","106"
"Passengers","2022M07","All main airports","Poland","All directions","All flights","Thousand","83.8"
"Passengers","2022M07","All main airports","Portugal","All directions","All flights","Thousand","175.2"
"Passengers","2022M07","All main airports","Romania","All directions","All flights","Thousand","39.6"
"Passengers","2022M07","All main airports","Slovakia","All directions","All flights","Thousand","9.8"
"Passengers","2022M07","All main airports","Slovenia","All directions","All flights","Thousand","0.1"
"Passengers","2022M07","All main airports","Spain","All directions","All flights","Thousand","450.2"
"Passengers","2022M07","All main airports","Canary Islands","All directions","All flights","Thousand","106.2"
"Passengers","2022M07","All main airports","Sweden","All directions","All flights","Thousand","10.9"
"Passengers","2022M07","All main airports","United Kingdom (1)","All directions","All flights","Thousand","1008.2"
"Passengers","2022M07","All main airports","England","All directions","All flights","Thousand","872.5"
"Passengers","2022M07","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2022M07","All main airports","Scotland","All directions","All flights","Thousand","123.1"
"Passengers","2022M07","All main airports","Wales","All directions","All flights","Thousand","5.9"
"Passengers","2022M07","All main airports","Other UK (1)","All directions","All flights","Thousand","6.7"
"Passengers","2022M07","All main airports","Iceland","All directions","All flights","Thousand","14.8"
"Passengers","2022M07","All main airports","Norway","All directions","All flights","Thousand","7.8"
"Passengers","2022M07","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M07","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M07","All main airports","Switzerland","All directions","All flights","Thousand","47.4"
"Passengers","2022M07","All main airports","Turkey","All directions","All flights","Thousand","41.2"
"Passengers","2022M07","All main airports","Other Europe (25)","All directions","All flights","Thousand","12.7"
"Passengers","2022M07","All main airports","America (4)","All directions","All flights","Thousand","453"
"Passengers","2022M07","All main airports","Canada","All directions","All flights","Thousand","76"
"Passengers","2022M07","All main airports","United States","All directions","All flights","Thousand","377"
"Passengers","2022M07","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2022M07","All main airports","Africa (9)","All directions","All flights","Thousand","10.1"
"Passengers","2022M07","All main airports","Egypt","All directions","All flights","Thousand","4.2"
"Passengers","2022M07","All main airports","Morocco","All directions","All flights","Thousand","5.8"
"Passengers","2022M07","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M07","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M07","All main airports","Asia (8)","All directions","All flights","Thousand","68.7"
"Passengers","2022M07","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M07","All main airports","Israel","All directions","All flights","Thousand","0.7"
"Passengers","2022M07","All main airports","United Arab Emirates","All directions","All flights","Thousand","43.3"
"Passengers","2022M07","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","24.7"
"Passengers","2022M07","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","All Countries","All directions","All flights","Thousand","3608.3"
"Passengers","2022M08","All main airports","Ireland (domestic)","All directions","All flights","Thousand","23.2"
"Passengers","2022M08","All main airports","Europe (2)","All directions","All flights","Thousand","3080.4"
"Passengers","2022M08","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1887.1"
"Passengers","2022M08","All main airports","Austria","All directions","All flights","Thousand","17.5"
"Passengers","2022M08","All main airports","Belgium","All directions","All flights","Thousand","42.4"
"Passengers","2022M08","All main airports","Bulgaria","All directions","All flights","Thousand","17.1"
"Passengers","2022M08","All main airports","Croatia","All directions","All flights","Thousand","41.1"
"Passengers","2022M08","All main airports","Cyprus","All directions","All flights","Thousand","3.4"
"Passengers","2022M08","All main airports","Czech Republic","All directions","All flights","Thousand","13.7"
"Passengers","2022M08","All main airports","Denmark","All directions","All flights","Thousand","22.4"
"Passengers","2022M08","All main airports","Estonia","All directions","All flights","Thousand","3.2"
"Passengers","2022M08","All main airports","Finland","All directions","All flights","Thousand","8.2"
"Passengers","2022M08","All main airports","France","All directions","All flights","Thousand","229.5"
"Passengers","2022M08","All main airports","Germany","All directions","All flights","Thousand","199.1"
"Passengers","2022M08","All main airports","Greece","All directions","All flights","Thousand","47.2"
"Passengers","2022M08","All main airports","Hungary","All directions","All flights","Thousand","14.9"
"Passengers","2022M08","All main airports","Italy","All directions","All flights","Thousand","202.7"
"Passengers","2022M08","All main airports","Latvia","All directions","All flights","Thousand","13.9"
"Passengers","2022M08","All main airports","Lithuania","All directions","All flights","Thousand","24.7"
"Passengers","2022M08","All main airports","Luxembourg","All directions","All flights","Thousand","5.6"
"Passengers","2022M08","All main airports","Malta","All directions","All flights","Thousand","7.9"
"Passengers","2022M08","All main airports","Netherlands","All directions","All flights","Thousand","113.6"
"Passengers","2022M08","All main airports","Poland","All directions","All flights","Thousand","82.8"
"Passengers","2022M08","All main airports","Portugal","All directions","All flights","Thousand","169.3"
"Passengers","2022M08","All main airports","Romania","All directions","All flights","Thousand","40.1"
"Passengers","2022M08","All main airports","Slovakia","All directions","All flights","Thousand","9.5"
"Passengers","2022M08","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","Spain","All directions","All flights","Thousand","441.1"
"Passengers","2022M08","All main airports","Canary Islands","All directions","All flights","Thousand","104.3"
"Passengers","2022M08","All main airports","Sweden","All directions","All flights","Thousand","12"
"Passengers","2022M08","All main airports","United Kingdom (1)","All directions","All flights","Thousand","1043.7"
"Passengers","2022M08","All main airports","England","All directions","All flights","Thousand","909.2"
"Passengers","2022M08","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","Scotland","All directions","All flights","Thousand","120.2"
"Passengers","2022M08","All main airports","Wales","All directions","All flights","Thousand","7.2"
"Passengers","2022M08","All main airports","Other UK (1)","All directions","All flights","Thousand","7.1"
"Passengers","2022M08","All main airports","Iceland","All directions","All flights","Thousand","15.1"
"Passengers","2022M08","All main airports","Norway","All directions","All flights","Thousand","7.8"
"Passengers","2022M08","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","Switzerland","All directions","All flights","Thousand","47.2"
"Passengers","2022M08","All main airports","Turkey","All directions","All flights","Thousand","42.4"
"Passengers","2022M08","All main airports","Other Europe (25)","All directions","All flights","Thousand","13.8"
"Passengers","2022M08","All main airports","America (4)","All directions","All flights","Thousand","452.6"
"Passengers","2022M08","All main airports","Canada","All directions","All flights","Thousand","77.8"
"Passengers","2022M08","All main airports","United States","All directions","All flights","Thousand","374.8"
"Passengers","2022M08","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","Africa (9)","All directions","All flights","Thousand","9.6"
"Passengers","2022M08","All main airports","Egypt","All directions","All flights","Thousand","4"
"Passengers","2022M08","All main airports","Morocco","All directions","All flights","Thousand","5.6"
"Passengers","2022M08","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","Asia (8)","All directions","All flights","Thousand","65.6"
"Passengers","2022M08","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2022M08","All main airports","United Arab Emirates","All directions","All flights","Thousand","41.2"
"Passengers","2022M08","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","24.4"
"Passengers","2022M08","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.1"
"Passengers","2022M09","All main airports","All Countries","All directions","All flights","Thousand","3240.7"
"Passengers","2022M09","All main airports","Ireland (domestic)","All directions","All flights","Thousand","21.7"
"Passengers","2022M09","All main airports","Europe (2)","All directions","All flights","Thousand","2744.9"
"Passengers","2022M09","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1688.4"
"Passengers","2022M09","All main airports","Austria","All directions","All flights","Thousand","16.7"
"Passengers","2022M09","All main airports","Belgium","All directions","All flights","Thousand","38.3"
"Passengers","2022M09","All main airports","Bulgaria","All directions","All flights","Thousand","14"
"Passengers","2022M09","All main airports","Croatia","All directions","All flights","Thousand","37.7"
"Passengers","2022M09","All main airports","Cyprus","All directions","All flights","Thousand","3.3"
"Passengers","2022M09","All main airports","Czech Republic","All directions","All flights","Thousand","12.7"
"Passengers","2022M09","All main airports","Denmark","All directions","All flights","Thousand","23.7"
"Passengers","2022M09","All main airports","Estonia","All directions","All flights","Thousand","2.6"
"Passengers","2022M09","All main airports","Finland","All directions","All flights","Thousand","6.4"
"Passengers","2022M09","All main airports","France","All directions","All flights","Thousand","190.7"
"Passengers","2022M09","All main airports","Germany","All directions","All flights","Thousand","174.9"
"Passengers","2022M09","All main airports","Greece","All directions","All flights","Thousand","39.5"
"Passengers","2022M09","All main airports","Hungary","All directions","All flights","Thousand","13.8"
"Passengers","2022M09","All main airports","Italy","All directions","All flights","Thousand","185.4"
"Passengers","2022M09","All main airports","Latvia","All directions","All flights","Thousand","10"
"Passengers","2022M09","All main airports","Lithuania","All directions","All flights","Thousand","20.3"
"Passengers","2022M09","All main airports","Luxembourg","All directions","All flights","Thousand","5.2"
"Passengers","2022M09","All main airports","Malta","All directions","All flights","Thousand","7.8"
"Passengers","2022M09","All main airports","Netherlands","All directions","All flights","Thousand","111.1"
"Passengers","2022M09","All main airports","Poland","All directions","All flights","Thousand","76.3"
"Passengers","2022M09","All main airports","Portugal","All directions","All flights","Thousand","164.4"
"Passengers","2022M09","All main airports","Romania","All directions","All flights","Thousand","21.6"
"Passengers","2022M09","All main airports","Slovakia","All directions","All flights","Thousand","8.9"
"Passengers","2022M09","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","Spain","All directions","All flights","Thousand","398"
"Passengers","2022M09","All main airports","Canary Islands","All directions","All flights","Thousand","93.6"
"Passengers","2022M09","All main airports","Sweden","All directions","All flights","Thousand","11.3"
"Passengers","2022M09","All main airports","United Kingdom (1)","All directions","All flights","Thousand","923.9"
"Passengers","2022M09","All main airports","England","All directions","All flights","Thousand","797.4"
"Passengers","2022M09","All main airports","Northern Ireland","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","Scotland","All directions","All flights","Thousand","115.4"
"Passengers","2022M09","All main airports","Wales","All directions","All flights","Thousand","5.6"
"Passengers","2022M09","All main airports","Other UK (1)","All directions","All flights","Thousand","5.5"
"Passengers","2022M09","All main airports","Iceland","All directions","All flights","Thousand","13.9"
"Passengers","2022M09","All main airports","Norway","All directions","All flights","Thousand","7.9"
"Passengers","2022M09","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","Switzerland","All directions","All flights","Thousand","39.6"
"Passengers","2022M09","All main airports","Turkey","All directions","All flights","Thousand","38.8"
"Passengers","2022M09","All main airports","Other Europe (25)","All directions","All flights","Thousand","10.7"
"Passengers","2022M09","All main airports","America (4)","All directions","All flights","Thousand","413.5"
"Passengers","2022M09","All main airports","Canada","All directions","All flights","Thousand","66.5"
"Passengers","2022M09","All main airports","United States","All directions","All flights","Thousand","347"
"Passengers","2022M09","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","Africa (9)","All directions","All flights","Thousand","9.4"
"Passengers","2022M09","All main airports","Egypt","All directions","All flights","Thousand","3.2"
"Passengers","2022M09","All main airports","Morocco","All directions","All flights","Thousand","6.2"
"Passengers","2022M09","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","Asia (8)","All directions","All flights","Thousand","72.9"
"Passengers","2022M09","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2022M09","All main airports","United Arab Emirates","All directions","All flights","Thousand","51.1"
"Passengers","2022M09","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","21.8"
"Passengers","2022M09","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.1"
"Passengers","2022M10","All main airports","All Countries","All directions","All flights","Thousand","3138.6"
"Passengers","2022M10","All main airports","Ireland (domestic)","All directions","All flights","Thousand","21.8"
"Passengers","2022M10","All main airports","Europe (2)","All directions","All flights","Thousand","2701"
"Passengers","2022M10","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1581.8"
"Passengers","2022M10","All main airports","Austria","All directions","All flights","Thousand","16.3"
"Passengers","2022M10","All main airports","Belgium","All directions","All flights","Thousand","40.8"
"Passengers","2022M10","All main airports","Bulgaria","All directions","All flights","Thousand","8.7"
"Passengers","2022M10","All main airports","Croatia","All directions","All flights","Thousand","23.7"
"Passengers","2022M10","All main airports","Cyprus","All directions","All flights","Thousand","3.3"
"Passengers","2022M10","All main airports","Czech Republic","All directions","All flights","Thousand","12.9"
"Passengers","2022M10","All main airports","Denmark","All directions","All flights","Thousand","22.3"
"Passengers","2022M10","All main airports","Estonia","All directions","All flights","Thousand","3.4"
"Passengers","2022M10","All main airports","Finland","All directions","All flights","Thousand","6"
"Passengers","2022M10","All main airports","France","All directions","All flights","Thousand","187.7"
"Passengers","2022M10","All main airports","Germany","All directions","All flights","Thousand","173.8"
"Passengers","2022M10","All main airports","Greece","All directions","All flights","Thousand","23.9"
"Passengers","2022M10","All main airports","Hungary","All directions","All flights","Thousand","15.3"
"Passengers","2022M10","All main airports","Italy","All directions","All flights","Thousand","163.5"
"Passengers","2022M10","All main airports","Latvia","All directions","All flights","Thousand","11"
"Passengers","2022M10","All main airports","Lithuania","All directions","All flights","Thousand","21.5"
"Passengers","2022M10","All main airports","Luxembourg","All directions","All flights","Thousand","5.3"
"Passengers","2022M10","All main airports","Malta","All directions","All flights","Thousand","4.9"
"Passengers","2022M10","All main airports","Netherlands","All directions","All flights","Thousand","113.8"
"Passengers","2022M10","All main airports","Poland","All directions","All flights","Thousand","84.4"
"Passengers","2022M10","All main airports","Portugal","All directions","All flights","Thousand","148.6"
"Passengers","2022M10","All main airports","Romania","All directions","All flights","Thousand","23.7"
"Passengers","2022M10","All main airports","Slovakia","All directions","All flights","Thousand","9.2"
"Passengers","2022M10","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M10","All main airports","Spain","All directions","All flights","Thousand","355"
"Passengers","2022M10","All main airports","Canary Islands","All directions","All flights","Thousand","92.3"
"Passengers","2022M10","All main airports","Sweden","All directions","All flights","Thousand","10.5"
"Passengers","2022M10","All main airports","United Kingdom (1)","All directions","All flights","Thousand","990.2"
"Passengers","2022M10","All main airports","England","All directions","All flights","Thousand","854.8"
"Passengers","2022M10","All main airports","Northern Ireland","All directions","All flights","Thousand","0.3"
"Passengers","2022M10","All main airports","Scotland","All directions","All flights","Thousand","122.8"
"Passengers","2022M10","All main airports","Wales","All directions","All flights","Thousand","7"
"Passengers","2022M10","All main airports","Other UK (1)","All directions","All flights","Thousand","5.3"
"Passengers","2022M10","All main airports","Iceland","All directions","All flights","Thousand","14.1"
"Passengers","2022M10","All main airports","Norway","All directions","All flights","Thousand","8"
"Passengers","2022M10","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M10","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M10","All main airports","Switzerland","All directions","All flights","Thousand","36.3"
"Passengers","2022M10","All main airports","Turkey","All directions","All flights","Thousand","39.2"
"Passengers","2022M10","All main airports","Other Europe (25)","All directions","All flights","Thousand","9.6"
"Passengers","2022M10","All main airports","America (4)","All directions","All flights","Thousand","359.9"
"Passengers","2022M10","All main airports","Canada","All directions","All flights","Thousand","45.2"
"Passengers","2022M10","All main airports","United States","All directions","All flights","Thousand","314.5"
"Passengers","2022M10","All main airports","Other America (5)","All directions","All flights","Thousand","0.3"
"Passengers","2022M10","All main airports","Africa (9)","All directions","All flights","Thousand","8.9"
"Passengers","2022M10","All main airports","Egypt","All directions","All flights","Thousand","3.1"
"Passengers","2022M10","All main airports","Morocco","All directions","All flights","Thousand","5.8"
"Passengers","2022M10","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M10","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M10","All main airports","Asia (8)","All directions","All flights","Thousand","68.6"
"Passengers","2022M10","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M10","All main airports","Israel","All directions","All flights","Thousand","0"
"Passengers","2022M10","All main airports","United Arab Emirates","All directions","All flights","Thousand","47.5"
"Passengers","2022M10","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","21.1"
"Passengers","2022M10","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0.2"
"Passengers","2022M11","All main airports","All Countries","All directions","All flights","Thousand","2551.1"
"Passengers","2022M11","All main airports","Ireland (domestic)","All directions","All flights","Thousand","19.6"
"Passengers","2022M11","All main airports","Europe (2)","All directions","All flights","Thousand","2233.6"
"Passengers","2022M11","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1187.7"
"Passengers","2022M11","All main airports","Austria","All directions","All flights","Thousand","16.5"
"Passengers","2022M11","All main airports","Belgium","All directions","All flights","Thousand","37.7"
"Passengers","2022M11","All main airports","Bulgaria","All directions","All flights","Thousand","9.3"
"Passengers","2022M11","All main airports","Croatia","All directions","All flights","Thousand","6.7"
"Passengers","2022M11","All main airports","Cyprus","All directions","All flights","Thousand","2"
"Passengers","2022M11","All main airports","Czech Republic","All directions","All flights","Thousand","15.1"
"Passengers","2022M11","All main airports","Denmark","All directions","All flights","Thousand","19.2"
"Passengers","2022M11","All main airports","Estonia","All directions","All flights","Thousand","2.8"
"Passengers","2022M11","All main airports","Finland","All directions","All flights","Thousand","10.9"
"Passengers","2022M11","All main airports","France","All directions","All flights","Thousand","140.2"
"Passengers","2022M11","All main airports","Germany","All directions","All flights","Thousand","142.1"
"Passengers","2022M11","All main airports","Greece","All directions","All flights","Thousand","6.4"
"Passengers","2022M11","All main airports","Hungary","All directions","All flights","Thousand","20.8"
"Passengers","2022M11","All main airports","Italy","All directions","All flights","Thousand","112.7"
"Passengers","2022M11","All main airports","Latvia","All directions","All flights","Thousand","9.1"
"Passengers","2022M11","All main airports","Lithuania","All directions","All flights","Thousand","20.9"
"Passengers","2022M11","All main airports","Luxembourg","All directions","All flights","Thousand","7.3"
"Passengers","2022M11","All main airports","Malta","All directions","All flights","Thousand","7.8"
"Passengers","2022M11","All main airports","Netherlands","All directions","All flights","Thousand","108.1"
"Passengers","2022M11","All main airports","Poland","All directions","All flights","Thousand","86.5"
"Passengers","2022M11","All main airports","Portugal","All directions","All flights","Thousand","71.7"
"Passengers","2022M11","All main airports","Romania","All directions","All flights","Thousand","21.9"
"Passengers","2022M11","All main airports","Slovakia","All directions","All flights","Thousand","8.5"
"Passengers","2022M11","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M11","All main airports","Spain","All directions","All flights","Thousand","199.5"
"Passengers","2022M11","All main airports","Canary Islands","All directions","All flights","Thousand","96.3"
"Passengers","2022M11","All main airports","Sweden","All directions","All flights","Thousand","7.5"
"Passengers","2022M11","All main airports","United Kingdom (1)","All directions","All flights","Thousand","950.6"
"Passengers","2022M11","All main airports","England","All directions","All flights","Thousand","831.7"
"Passengers","2022M11","All main airports","Northern Ireland","All directions","All flights","Thousand","0.2"
"Passengers","2022M11","All main airports","Scotland","All directions","All flights","Thousand","111.6"
"Passengers","2022M11","All main airports","Wales","All directions","All flights","Thousand","4.8"
"Passengers","2022M11","All main airports","Other UK (1)","All directions","All flights","Thousand","2.4"
"Passengers","2022M11","All main airports","Iceland","All directions","All flights","Thousand","13.8"
"Passengers","2022M11","All main airports","Norway","All directions","All flights","Thousand","7"
"Passengers","2022M11","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M11","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M11","All main airports","Switzerland","All directions","All flights","Thousand","22.7"
"Passengers","2022M11","All main airports","Turkey","All directions","All flights","Thousand","25.2"
"Passengers","2022M11","All main airports","Other Europe (25)","All directions","All flights","Thousand","7"
"Passengers","2022M11","All main airports","America (4)","All directions","All flights","Thousand","243.6"
"Passengers","2022M11","All main airports","Canada","All directions","All flights","Thousand","19.5"
"Passengers","2022M11","All main airports","United States","All directions","All flights","Thousand","224"
"Passengers","2022M11","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2022M11","All main airports","Africa (9)","All directions","All flights","Thousand","8.9"
"Passengers","2022M11","All main airports","Egypt","All directions","All flights","Thousand","2.8"
"Passengers","2022M11","All main airports","Morocco","All directions","All flights","Thousand","6.1"
"Passengers","2022M11","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M11","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M11","All main airports","Asia (8)","All directions","All flights","Thousand","65"
"Passengers","2022M11","All main airports","Bahrain","All directions","All flights","Thousand","0"
"Passengers","2022M11","All main airports","Israel","All directions","All flights","Thousand","0.3"
"Passengers","2022M11","All main airports","United Arab Emirates","All directions","All flights","Thousand","50.8"
"Passengers","2022M11","All main airports","Other Asian countries (4)","All directions","All flights","Thousand","14"
"Passengers","2022M11","All main airports","Oceania and Polar regions (1)","All directions","All flights","Thousand","0"
"Passengers","2022M12","All main airports","All Countries","All directions","All flights","Thousand","2549.1"
"Passengers","2022M12","All main airports","Ireland (domestic)","All directions","All flights","Thousand","19.9"
"Passengers","2022M12","All main airports","Europe (2)","All directions","All flights","Thousand","2212.6"
"Passengers","2022M12","All main airports","EU28 excluding Ireland","All directions","All flights","Thousand","1171.9"
"Passengers","2022M12","All main airports","Austria","All directions","All flights","Thousand","22.2"
"Passengers","2022M12","All main airports","Belgium","All directions","All flights","Thousand","37.3"
"Passengers","2022M12","All main airports","Bulgaria","All directions","All flights","Thousand","10.1"
"Passengers","2022M12","All main airports","Croatia","All directions","All flights","Thousand","5.4"
"Passengers","2022M12","All main airports","Cyprus","All directions","All flights","Thousand","2.2"
"Passengers","2022M12","All main airports","Czech Republic","All directions","All flights","Thousand","17.4"
"Passengers","2022M12","All main airports","Denmark","All directions","All flights","Thousand","17.2"
"Passengers","2022M12","All main airports","Estonia","All directions","All flights","Thousand","3.2"
"Passengers","2022M12","All main airports","Finland","All directions","All flights","Thousand","27.5"
"Passengers","2022M12","All main airports","France","All directions","All flights","Thousand","137.9"
"Passengers","2022M12","All main airports","Germany","All directions","All flights","Thousand","151.5"
"Passengers","2022M12","All main airports","Greece","All directions","All flights","Thousand","5"
"Passengers","2022M12","All main airports","Hungary","All directions","All flights","Thousand","22.8"
"Passengers","2022M12","All main airports","Italy","All directions","All flights","Thousand","107.3"
"Passengers","2022M12","All main airports","Latvia","All directions","All flights","Thousand","9.3"
"Passengers","2022M12","All main airports","Lithuania","All directions","All flights","Thousand","19.8"
"Passengers","2022M12","All main airports","Luxembourg","All directions","All flights","Thousand","8.3"
"Passengers","2022M12","All main airports","Malta","All directions","All flights","Thousand","7"
"Passengers","2022M12","All main airports","Netherlands","All directions","All flights","Thousand","103.8"
"Passengers","2022M12","All main airports","Poland","All directions","All flights","Thousand","96"
"Passengers","2022M12","All main airports","Portugal","All directions","All flights","Thousand","61.5"
"Passengers","2022M12","All main airports","Romania","All directions","All flights","Thousand","24.8"
"Passengers","2022M12","All main airports","Slovakia","All directions","All flights","Thousand","9.3"
"Passengers","2022M12","All main airports","Slovenia","All directions","All flights","Thousand","0"
"Passengers","2022M12","All main airports","Spain","All directions","All flights","Thousand","169.5"
"Passengers","2022M12","All main airports","Canary Islands","All directions","All flights","Thousand","89.2"
"Passengers","2022M12","All main airports","Sweden","All directions","All flights","Thousand","6.5"
"Passengers","2022M12","All main airports","United Kingdom (1)","All directions","All flights","Thousand","940"
"Passengers","2022M12","All main airports","England","All directions","All flights","Thousand","815.3"
"Passengers","2022M12","All main airports","Northern Ireland","All directions","All flights","Thousand","0.1"
"Passengers","2022M12","All main airports","Scotland","All directions","All flights","Thousand","117.8"
"Passengers","2022M12","All main airports","Wales","All directions","All flights","Thousand","4.3"
"Passengers","2022M12","All main airports","Other UK (1)","All directions","All flights","Thousand","2.5"
"Passengers","2022M12","All main airports","Iceland","All directions","All flights","Thousand","11.9"
"Passengers","2022M12","All main airports","Norway","All directions","All flights","Thousand","6.1"
"Passengers","2022M12","All main airports","Russia","All directions","All flights","Thousand","0"
"Passengers","2022M12","All main airports","Serbia","All directions","All flights","Thousand","0"
"Passengers","2022M12","All main airports","Switzerland","All directions","All flights","Thousand","30.5"
"Passengers","2022M12","All main airports","Turkey","All directions","All flights","Thousand","22.6"
"Passengers","2022M12","All main airports","Other Europe (25)","All directions","All flights","Thousand","9.6"
"Passengers","2022M12","All main airports","America (4)","All directions","All flights","Thousand","254.9"
"Passengers","2022M12","All main airports","Canada","All directions","All flights","Thousand","20.3"
"Passengers","2022M12","All main airports","United States","All directions","All flights","Thousand","234.5"
"Passengers","2022M12","All main airports","Other America (5)","All directions","All flights","Thousand","0"
"Passengers","2022M12","All main airports","Africa (9)","All directions","All flights","Thousand","9"
"Passengers","2022M12","All main airports","Egypt","All directions","All flights","Thousand","3.3"
"Passengers","2022M12","All main airports","Morocco","All directions","All flights","Thousand","5.7"
"Passengers","2022M12","All main airports","Tunisia","All directions","All flights","Thousand","0"
"Passengers","2022M12","All main airports","Other Africa (6)","All directions","All flights","Thousand","0"
"Passengers","2022M12","All main airports","Asia (8)","All directions","All flights","Thousand","72.3"
